,k,date,value,var,type
444,la moraleja Property,2024-07-01,,price,rateshock
445,la moraleja Property,2024-10-01,,price,rateshock
446,la moraleja Property,2025-01-01,,price,rateshock
447,la moraleja Property,2025-04-01,,price,rateshock
448,la moraleja Property,2025-07-01,,price,rateshock
449,la moraleja Property,2025-10-01,,price,rateshock
450,la moraleja Property,2026-01-01,,price,rateshock
451,la moraleja Property,2026-04-01,,price,rateshock
452,la moraleja Property,2026-07-01,,price,rateshock
453,la moraleja Property,2026-10-01,,price,rateshock
454,la moraleja Property,2027-01-01,,price,rateshock
455,la moraleja Property,2027-04-01,,price,rateshock
456,la moraleja Property,2027-07-01,,price,rateshock
457,la moraleja Property,2027-10-01,,price,rateshock
458,la moraleja Property,2028-01-01,,price,rateshock
459,la moraleja Property,2028-04-01,,price,rateshock
460,la moraleja Property,2028-07-01,,price,rateshock
461,la moraleja Property,2028-10-01,,price,rateshock
462,la volcana Apartments,2023-10-01,,price,rateshock
463,la volcana Apartments,2024-01-01,,price,rateshock
464,la volcana Apartments,2024-04-01,,price,rateshock
465,la volcana Apartments,2024-07-01,,price,rateshock
466,la volcana Apartments,2024-10-01,,price,rateshock
467,la volcana Apartments,2025-01-01,,price,rateshock
468,la volcana Apartments,2025-04-01,,price,rateshock
469,la volcana Apartments,2025-07-01,,price,rateshock
470,la volcana Apartments,2025-10-01,,price,rateshock
471,la volcana Apartments,2026-01-01,,price,rateshock
472,la volcana Apartments,2026-04-01,,price,rateshock
473,la volcana Apartments,2026-07-01,,price,rateshock
474,la volcana Apartments,2026-10-01,,price,rateshock
475,la volcana Apartments,2027-01-01,,price,rateshock
476,la volcana Apartments,2027-04-01,,price,rateshock
477,la volcana Apartments,2027-07-01,,price,rateshock
478,la volcana Apartments,2027-10-01,,price,rateshock
479,la volcana Apartments,2028-01-01,,price,rateshock
480,la volcana Apartments,2028-04-01,,price,rateshock
481,la volcana Apartments,2028-07-01,,price,rateshock
482,la volcana Apartments,2028-10-01,,price,rateshock
483,lagasca Property,2023-10-01,,price,rateshock
484,lagasca Property,2024-01-01,,price,rateshock
485,lagasca Property,2024-04-01,,price,rateshock
486,lagasca Property,2024-07-01,,price,rateshock
487,lagasca Property,2024-10-01,,price,rateshock
488,lagasca Property,2025-01-01,,price,rateshock
489,lagasca Property,2025-04-01,,price,rateshock
490,lagasca Property,2025-07-01,,price,rateshock
491,lagasca Property,2025-10-01,,price,rateshock
492,lagasca Property,2026-01-01,,price,rateshock
493,lagasca Property,2026-04-01,,price,rateshock
494,lagasca Property,2026-07-01,,price,rateshock
495,lagasca Property,2026-10-01,,price,rateshock
496,lagasca Property,2027-01-01,,price,rateshock
497,lagasca Property,2027-04-01,,price,rateshock
498,lagasca Property,2027-07-01,,price,rateshock
499,lagasca Property,2027-10-01,,price,rateshock
500,lagasca Property,2028-01-01,,price,rateshock
501,lagasca Property,2028-04-01,,price,rateshock
502,lagasca Property,2028-07-01,,price,rateshock
503,lagasca Property,2028-10-01,,price,rateshock
504,Patricia Manor Place,2023-10-01,74740.7804,price,sdownside
505,Patricia Manor Place,2024-01-01,74868.5741522602,price,sdownside
506,Patricia Manor Place,2024-04-01,66990.54584197018,price,sdownside
507,Patricia Manor Place,2024-07-01,62696.124617293724,price,sdownside
508,Patricia Manor Place,2024-10-01,60460.03928641103,price,sdownside
509,Patricia Manor Place,2025-01-01,58726.55419401947,price,sdownside
510,Patricia Manor Place,2025-04-01,57541.134979612456,price,sdownside
511,Patricia Manor Place,2025-07-01,56839.60582371541,price,sdownside
512,Patricia Manor Place,2025-10-01,56670.76308170811,price,sdownside
513,Patricia Manor Place,2026-01-01,56907.335192896986,price,sdownside
514,Patricia Manor Place,2026-04-01,57428.03919535644,price,sdownside
515,Patricia Manor Place,2026-07-01,58249.90992451156,price,sdownside
516,Patricia Manor Place,2026-10-01,59146.56217583771,price,sdownside
517,Patricia Manor Place,2027-01-01,60036.48994737709,price,sdownside
518,Patricia Manor Place,2027-04-01,60840.131378032114,price,sdownside
519,Patricia Manor Place,2027-07-01,61435.35075341253,price,sdownside
520,Patricia Manor Place,2027-10-01,61906.391610619845,price,sdownside
521,Patricia Manor Place,2028-01-01,62308.694009566,price,sdownside
522,Patricia Manor Place,2028-04-01,62696.620017465044,price,sdownside
523,Patricia Manor Place,2028-07-01,63074.01957386088,price,sdownside
524,Patricia Manor Place,2028-10-01,63453.95629143211,price,sdownside
525,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,75850.7831,price,sdownside
526,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,75899.7648,price,sdownside
527,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,69399.18,price,sdownside
528,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,65710.9816,price,sdownside
529,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,63878.9486,price,sdownside
530,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,62494.9753,price,sdownside
531,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,61570.409999999996,price,sdownside
532,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,61034.5444,price,sdownside
533,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,60973.0594,price,sdownside
534,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,61281.59219999999,price,sdownside
535,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,61843.35899999999,price,sdownside
536,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,62660.68319999999,price,sdownside
537,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,63527.0116,price,sdownside
538,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,64373.465599999996,price,sdownside
539,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,65141.20999999999,price,sdownside
540,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,65690.30009999998,price,sdownside
541,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,66129.46239999999,price,sdownside
542,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,66518.31259999999,price,sdownside
543,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,66894.78039999999,price,sdownside
544,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,67274.27179999999,price,sdownside
545,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,67663.64099999999,price,sdownside
546,Sutton Place,2023-10-01,84325.743,price,sdownside
547,Sutton Place,2024-01-01,84469.92537343023,price,sdownside
548,Sutton Place,2024-04-01,75581.59711294231,price,sdownside
549,Sutton Place,2024-07-01,70736.44753612827,price,sdownside
550,Sutton Place,2024-10-01,68213.60049159722,price,sdownside
551,Sutton Place,2025-01-01,66257.80851815213,price,sdownside
552,Sutton Place,2025-04-01,64920.36789355106,price,sdownside
553,Sutton Place,2025-07-01,64128.87271527511,price,sdownside
554,Sutton Place,2025-10-01,63938.37711710602,price,sdownside
555,Sutton Place,2026-01-01,64205.28788445841,price,sdownside
556,Sutton Place,2026-04-01,64792.76839584021,price,sdownside
557,Sutton Place,2026-07-01,65720.03808067691,price,sdownside
558,Sutton Place,2026-10-01,66731.67947512107,price,sdownside
559,Sutton Place,2027-01-01,67735.73402405369,price,sdownside
560,Sutton Place,2027-04-01,68642.4366351702,price,sdownside
561,Sutton Place,2027-07-01,69313.98857519985,price,sdownside
562,Sutton Place,2027-10-01,69845.43700341781,price,sdownside
563,Sutton Place,2028-01-01,70299.33176502265,price,sdownside
564,Sutton Place,2028-04-01,70737.00646777582,price,sdownside
565,Sutton Place,2028-07-01,71162.80477802399,price,sdownside
566,Sutton Place,2028-10-01,71591.46562195297,price,sdownside
567,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,451573.0711,price,sdownside
568,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,452051.28583743895,price,sdownside
569,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,411942.0694558972,price,sdownside
570,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,389845.2589684354,price,sdownside
571,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,378357.64371512464,price,sdownside
572,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,369707.3208255803,price,sdownside
573,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,363853.42362263444,price,sdownside
574,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,359872.5384345652,price,sdownside
575,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,358327.3655157149,price,sdownside
576,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,358787.0743358025,price,sdownside
577,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,360497.27943507605,price,sdownside
578,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,363886.89372873685,price,sdownside
579,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,367450.4709244946,price,sdownside
580,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,370887.750730166,price,sdownside
581,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,373842.8464044601,price,sdownside
582,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,375661.55721563764,price,sdownside
583,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,376831.85243719677,price,sdownside
584,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,377824.9706803989,price,sdownside
585,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,378887.95293043676,price,sdownside
586,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,380035.01371765503,price,sdownside
587,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,381239.495723827,price,sdownside
588,el retiro Farm,2023-10-01,,price,sdownside
589,el retiro Farm,2024-01-01,,price,sdownside
590,el retiro Farm,2024-04-01,,price,sdownside
591,el retiro Farm,2024-07-01,,price,sdownside
592,el retiro Farm,2024-10-01,,price,sdownside
593,el retiro Farm,2025-01-01,,price,sdownside
594,el retiro Farm,2025-04-01,,price,sdownside
595,el retiro Farm,2025-07-01,,price,sdownside
596,el retiro Farm,2025-10-01,,price,sdownside
597,el retiro Farm,2026-01-01,,price,sdownside
598,el retiro Farm,2026-04-01,,price,sdownside
599,el retiro Farm,2026-07-01,,price,sdownside
600,el retiro Farm,2026-10-01,,price,sdownside
601,el retiro Farm,2027-01-01,,price,sdownside
602,el retiro Farm,2027-04-01,,price,sdownside
603,el retiro Farm,2027-07-01,,price,sdownside
604,el retiro Farm,2027-10-01,,price,sdownside
605,el retiro Farm,2028-01-01,,price,sdownside
606,el retiro Farm,2028-04-01,,price,sdownside
607,el retiro Farm,2028-07-01,,price,sdownside
608,el retiro Farm,2028-10-01,,price,sdownside
609,la moraleja Property,2023-10-01,,price,sdownside
610,la moraleja Property,2024-01-01,,price,sdownside
611,la moraleja Property,2024-04-01,,price,sdownside
612,la moraleja Property,2024-07-01,,price,sdownside
613,la moraleja Property,2024-10-01,,price,sdownside
614,la moraleja Property,2025-01-01,,price,sdownside
615,la moraleja Property,2025-04-01,,price,sdownside
616,la moraleja Property,2025-07-01,,price,sdownside
617,la moraleja Property,2025-10-01,,price,sdownside
618,la moraleja Property,2026-01-01,,price,sdownside
619,la moraleja Property,2026-04-01,,price,sdownside
620,la moraleja Property,2026-07-01,,price,sdownside
621,la moraleja Property,2026-10-01,,price,sdownside
622,la moraleja Property,2027-01-01,,price,sdownside
623,la moraleja Property,2027-04-01,,price,sdownside
624,la moraleja Property,2027-07-01,,price,sdownside
625,la moraleja Property,2027-10-01,,price,sdownside
626,la moraleja Property,2028-01-01,,price,sdownside
627,la moraleja Property,2028-04-01,,price,sdownside
628,la moraleja Property,2028-07-01,,price,sdownside
629,la moraleja Property,2028-10-01,,price,sdownside
630,la volcana Apartments,2023-10-01,,price,sdownside
631,la volcana Apartments,2024-01-01,,price,sdownside
632,la volcana Apartments,2024-04-01,,price,sdownside
633,la volcana Apartments,2024-07-01,,price,sdownside
634,la volcana Apartments,2024-10-01,,price,sdownside
635,la volcana Apartments,2025-01-01,,price,sdownside
636,la volcana Apartments,2025-04-01,,price,sdownside
637,la volcana Apartments,2025-07-01,,price,sdownside
638,la volcana Apartments,2025-10-01,,price,sdownside
639,la volcana Apartments,2026-01-01,,price,sdownside
640,la volcana Apartments,2026-04-01,,price,sdownside
641,la volcana Apartments,2026-07-01,,price,sdownside
642,la volcana Apartments,2026-10-01,,price,sdownside
643,la volcana Apartments,2027-01-01,,price,sdownside
644,la volcana Apartments,2027-04-01,,price,sdownside
645,la volcana Apartments,2027-07-01,,price,sdownside
646,la volcana Apartments,2027-10-01,,price,sdownside
647,la volcana Apartments,2028-01-01,,price,sdownside
648,la volcana Apartments,2028-04-01,,price,sdownside
649,la volcana Apartments,2028-07-01,,price,sdownside
650,la volcana Apartments,2028-10-01,,price,sdownside
651,lagasca Property,2023-10-01,,price,sdownside
652,lagasca Property,2024-01-01,,price,sdownside
653,lagasca Property,2024-04-01,,price,sdownside
654,lagasca Property,2024-07-01,,price,sdownside
655,lagasca Property,2024-10-01,,price,sdownside
656,lagasca Property,2025-01-01,,price,sdownside
657,lagasca Property,2025-04-01,,price,sdownside
658,lagasca Property,2025-07-01,,price,sdownside
659,lagasca Property,2025-10-01,,price,sdownside
660,lagasca Property,2026-01-01,,price,sdownside
661,lagasca Property,2026-04-01,,price,sdownside
662,lagasca Property,2026-07-01,,price,sdownside
663,lagasca Property,2026-10-01,,price,sdownside
664,lagasca Property,2027-01-01,,price,sdownside
665,lagasca Property,2027-04-01,,price,sdownside
666,lagasca Property,2027-07-01,,price,sdownside
667,lagasca Property,2027-10-01,,price,sdownside
668,lagasca Property,2028-01-01,,price,sdownside
669,lagasca Property,2028-04-01,,price,sdownside
670,lagasca Property,2028-07-01,,price,sdownside
671,lagasca Property,2028-10-01,,price,sdownside
672,Patricia Manor Place,2023-10-01,74740.7804,price,trend
673,Patricia Manor Place,2024-01-01,74868.5741522602,price,trend
674,Patricia Manor Place,2024-04-01,72830.76439772203,price,trend
675,Patricia Manor Place,2024-07-01,72160.68248427466,price,trend
676,Patricia Manor Place,2024-10-01,71930.80389036184,price,trend
677,Patricia Manor Place,2025-01-01,71730.82072353041,price,trend
678,Patricia Manor Place,2025-04-01,71685.96198133234,price,trend
679,Patricia Manor Place,2025-07-01,71756.23051703325,price,trend
680,Patricia Manor Place,2025-10-01,72018.55886494713,price,trend
681,Patricia Manor Place,2026-01-01,72653.95811400334,price,trend
682,Patricia Manor Place,2026-04-01,73753.58470320835,price,trend
683,Patricia Manor Place,2026-07-01,73997.02952920934,price,trend
684,Patricia Manor Place,2026-10-01,74273.35501752105,price,trend
685,Patricia Manor Place,2027-01-01,74555.14049593352,price,trend
686,Patricia Manor Place,2027-04-01,74853.51947367282,price,trend
687,Patricia Manor Place,2027-07-01,75160.0852280129,price,trend
688,Patricia Manor Place,2027-10-01,75482.40376127897,price,trend
689,Patricia Manor Place,2028-01-01,75815.30088499116,price,trend
690,Patricia Manor Place,2028-04-01,76163.40012017848,price,trend
691,Patricia Manor Place,2028-07-01,76522.96502976512,price,trend
692,Patricia Manor Place,2028-10-01,76896.95911105184,price,trend
693,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,75850.7831,price,trend
694,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,75899.7648,price,trend
695,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,75084.0264,price,trend
